Publication Date,Center,Recommendation,Title,Type,Page URL,File URL,Web Article URL,File Type,File Size,File Size (bytes),File Status,Has Hosted File
2023-03-15,Victim Studies,Archive,2022 Domestic Violence Pretrial Practices Working Group Preliminary Report: Current Illinois Domestic Violence Pretrial Practices,article,https://icjia.illinois.gov/about/publications/2022-domestic-violence-pretrial-practices-working-group-preliminary-report-current-illinois-domestic-violence-pretrial-practices/,https://researchhub.icjia-api.cloud/uploads/DV%20Pretrial%20Practices%20WG_Preliminary%20Report_FINAL-230315T14333420.pdf,https://icjia.illinois.gov/researchhub/articles/2022-domestic-violence-pretrial-practices-working-group-preliminary-report-current-illinois-domestic-violence-pretrial-practices/,PDF,1.4 MB,1496048,200,yes
2023-02-27,CJRE,Archive,A Multi-Site Evaluation of Law Enforcement Deflection in the United States,general,https://icjia.illinois.gov/about/publications/a-multi-site-evaluation-of-law-enforcement-deflection-in-the-united-states/,https://www.rand.org/pubs/research_reports/RRA2491-1.html,https://icjia.illinois.gov/researchhub/articles/a-multi-site-evaluation-of-law-enforcement-deflection-in-the-united-states/,HTML,919 B,919,403,yes
2023-02-10,CJRE,Archive,Guiding Officers to Deflect Citizens to Treatment: An Examination of Police Department Policies in Illinois,article,https://icjia.illinois.gov/about/publications/guiding-officers-to-deflect-citizens-to-treatment-an-examination-of-police-department-policies-in-illinois/,https://researchhub.icjia-api.cloud/uploads/PDF%20policy%20paper-230210T21141657.pdf,https://icjia.illinois.gov/researchhub/articles/guiding-officers-to-deflect-citizens-to-treatment-an-examination-of-police-department-policies-in-illinois/,PDF,1.3 MB,1321734,200,yes
2023-02-07,CVPIR,Remediate,"Restore, Reinvest, and Renew Program Grantmaking and Implementation: An Examination of a State Cannabis Tax-Funded Grant Program’s Inaugural Performance Period",researchReport,https://icjia.illinois.gov/about/publications/restore-reinvest-and-renew-program-grantmaking-and-implementation-an-examination-of-a-state-cannabis-tax-funded-grant-program-s-inaugural-performance-period/,https://researchhub.icjia-api.cloud/uploads/R3%20Program%20Grantmaking%20and%20Implementation%20ReportV2-230209T22371426.pdf,https://icjia.illinois.gov/researchhub/articles/restore-reinvest-and-renew-program-grantmaking-and-implementation-an-examination-of-a-state-cannabis-tax-funded-grant-programs-inaugural-performance-period/,PDF,60 B,60,404,yes
2023-02-07,CVPIR,Remediate,Evaluation of the Development of a Multijurisdictional Police-Based Deflection Program in Southern Illinois,article,https://icjia.illinois.gov/about/publications/evaluation-of-the-development-of-a-multijurisdictional-police-based-deflection-program-in-southern-illinois/,https://researchhub.icjia-api.cloud/uploads/FINAL%20PDF%20FOR%20POSTING-230207T17003598.pdf,https://icjia.illinois.gov/researchhub/articles/evaluation-of-the-development-of-a-multijurisdictional-police-based-deflection-program-in-southern-illinois/,PDF,1.2 MB,1291363,200,yes
2023-02-07,mandated by law,Remediate,Criminal History Record Checks for Federally Assisted Housing: A Progress Report,article,https://icjia.illinois.gov/about/publications/criminal-history-record-checks-for-federally-assisted-housing-applications-a-progress-report-1/,https://researchhub.icjia-api.cloud/uploads/FINAL%20REPORT%20PDF%20FOR%20POSTING-230207T16344430.pdf,https://icjia.illinois.gov/researchhub/articles/criminal-history-record-checks-for-federally-assisted-housing-applications-progress-report/,PDF,550.1 KB,563288,200,yes
2023-01-04,CJRE,Archive,Evaluation of the TASC Deflection Academy: Training for Law Enforcement-Led Deflection Program Staff,article,https://icjia.illinois.gov/about/publications/evaluation-of-the-tasc-deflection-academy-training-for-law-enforcement-led-deflection-program-staff/,https://researchhub.icjia-api.cloud/uploads/PDF%20for%20posting-230109T15524256.pdf,https://icjia.illinois.gov/researchhub/articles/evaluation-of-the-tasc-deflection-academy-training-for-law-enforcement-led-deflection-program-staff,PDF,832.6 KB,852554,200,yes
2023-01-04,CJRE,Archive,Evaluation of the Development of a Multijurisdictional Police-Led Deflection Program to Assist Victims of Violent Crime,article,https://icjia.illinois.gov/about/publications/evaluation-of-the-development-of-a-multijurisdictional-police-led-deflection-program-to-assist-victims-of-violent-crime/,https://researchhub.icjia-api.cloud/uploads/PDF-230109T15513037.pdf,https://icjia.illinois.gov/researchhub/articles/evaluation-of-the-development-of-a-multijurisdictional-police-led-deflection-program--to-assist-victims-of-violent-crime,PDF,986.6 KB,1010288,200,yes
2022-12-12,CJRE,Archive,Predicting Diversion Program Outcomes Using Drug Testing Information,article,https://icjia.illinois.gov/about/publications/predicting-diversion-program-outcomes-using-drug-testing-information/,https://researchhub.icjia-api.cloud/uploads/Wang%20drug%20testing%20Final%20PDF%20with%20cover%20and%20back%20page%20for%20posting-221209T19200504.pdf,https://icjia.illinois.gov/researchhub/articles/predicting-diversion-program-outcomes-using-drug-testing-information,PDF,491.7 KB,503544,200,yes
2022-12-12,ARI,,A Profile of Latinx Participants in Adult Redeploy Illinois,article,https://icjia.illinois.gov/about/publications/a-profile-of-latinx-participants-in-adult-redeploy-illinois/,https://researchhub.icjia-api.cloud/uploads/fullfileLatinxprofileMock-221212T17061896.pdf,https://icjia.illinois.gov/researchhub/articles/a-profile-of-latinx-participants-in-adult-redeploy-illinois,PDF,375.3 KB,384312,200,yes
2022-12-12,ARI,,"The Relationship Between Demographics, Region and Outcomes in Adult Redeploy Illinois Funded Programs",article,https://icjia.illinois.gov/about/publications/the-relationship-between-demographics-region-and-outcomes-in-adult-redeploy-illinois-funded-programs/,https://researchhub.icjia-api.cloud/uploads/DRO%20ARI%20FInal%20PDF%20with%20cover%20for%20posting-221209T19184767.pdf,https://icjia.illinois.gov/researchhub/articles/the-relationship-between-demographics-region-and-outcomes-in-adult-redeploy-illinois-funded-programs,PDF,895.9 KB,917427,200,yes
2022-10-31,CJRE,Archive,The Lived Experience of Support Staff Working with Homicide Survivors,article,https://icjia.illinois.gov/about/publications/the-lived-experience-of-support-staff-working-with-homicide-survivors/,https://researchhub.icjia-api.cloud/uploads/full%20article%20-%20lived%20experience-221101T14594476.pdf,https://icjia.illinois.gov/researchhub/articles/the-lived-experience-of-support-staff-working-with-homicide-survivors/,PDF,929.2 KB,951509,200,yes
2022-10-27,CJRE,Archive,The Effectiveness and Implications of Police Reform: A Review of the Literature,article,https://icjia.illinois.gov/about/publications/the-effectiveness-and-implications-of-police-reform-a-review-of-the-literature/,https://researchhub.icjia-api.cloud/uploads/fullreport%20-%20police%20reform-221027T15592678.pdf,https://icjia.illinois.gov/researchhub/articles/the-effectiveness-and-implications-of-police-reform-a-review-of-the-literature,PDF,859.9 KB,880553,200,yes
2022-10-20,Task force,Remediate,Illinois Higher Education in Prison Task Force 2022 Report,researchReport,https://icjia.illinois.gov/about/publications/illinois-higher-education-in-prison-task-force-2022-report/,https://researchhub.icjia-api.cloud/uploads/HEP%20Task%20Force%20Report%2010-20-22-221020T18252759.pdf,https://icjia.illinois.gov/researchhub/articles/illinois-higher-education-in-prison-task-force-2022-report,PDF,657.0 KB,672762,200,yes
2022-10-04,Task force,Remediate,Firearm Prohibitors and Records Improvement Task Force 2022 Report,researchReport,https://icjia.illinois.gov/about/publications/firearm-prohibitors-and-records-improvement-task-force-2022-report/,https://researchhub.icjia-api.cloud/uploads/UPDATED%20Firearms%20Prohibitors%20Task%20Force%20report%20draft%207-27-22-221004T15444031.pdf,https://icjia.illinois.gov/researchhub/articles/firearm-prohibitors-and-records-improvement-task-force-2022-report/,PDF,1.5 MB,1546808,200,yes
